Brand:,Model:,Trim / Edition:,Year of Manufacture:,Registration year:,Condition:,Transmission:,Body type:,Fuel type:,Engine capacity:,Kilometers run:,Price
Toyota,Prius,S-SAFETY PLUS HYBRID,2018,,Reconditioned,Automatic,Estate,"Hybrid, Octane","1,800 cc","60,565 km","2,925,000"
Toyota,Allion,A15 Push Start,2013,2017,Used,Automatic,Saloon,Octane,"1,500 cc","35,670 km","2,535,000"
Toyota,Noah,SILVER NON HYBRID,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","1,800 cc","99,091 km","3,550,000"
Toyota,Allion,A15 Push Start,2012,2018,Used,Automatic,Saloon,Octane,"1,500 cc","62,361 km","2,350,000"
Toyota,RAV4,family use,2005,2012,Used,Automatic,SUV / 4x4,Octane,"1,800 cc","56,000 km","1,660,000"
Toyota,Axio,.,2011,2017,Used,Automatic,Saloon,Octane,"1,500 cc","60,500 km","1,625,000"
Toyota,Axio,x,2014,2017,Used,Automatic,Saloon,"Petrol, CNG","1,500 cc","85,200 km","1,755,000"
Toyota,Noah,NON HYBRID X,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","93,284 km","3,550,000"
Mazda,Axela,Black,2011,2020,Used,Automatic,Saloon,Octane,"1,500 cc","50,000 km","1,420,000"
Toyota,Allion,A15,2012,2015,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","73,765 km","2,350,000"
Toyota,Noah,x,2012,2017,Used,Automatic,MPV,"CNG, Octane","1,998 cc","72,000 km","2,250,000"
Nissan,X-Trail,20XI *OLIVE*রেডি,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","2,000 cc","64,105 km","3,849,000"
Toyota,Premio,FEX-NEW SHAP,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","22,433 km","4,450,000"
Toyota,Fielder,X - Non Hybrid,2018,,Reconditioned,Automatic,Hatchback,"Petrol, Octane","1,500 cc","73,481 km","2,420,000"
Toyota,Axio,G - Hybrid,2017,,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","52,167 km","2,400,000"
Toyota,Hiace,Super GL,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","69,411 km","3,660,000"
Toyota,Fielder,G - Hybrid,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","69,481 km","2,400,000"
Toyota,Esquire,Gi - Hybrid 2D POWER,2017,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","91,000 km","3,300,000"
Toyota,Axio,X - Non Hybrid,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","75,849 km","2,530,000"
Toyota,Hiace,GL - DUAL AC,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","59,481 km","2,860,000"
Toyota,Fielder,X - Hybrid,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","71,038 km","2,150,000"
Toyota,Aqua,S  Style - Hybrid,2018,,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","78,164 km","1,950,000"
Toyota,Axio,X - Hybrid,2018,,Reconditioned,Automatic,Saloon,Hybrid,"1,500 cc","65,813 km","2,360,000"
Toyota,Carina,Ti,1997,2002,Used,Automatic,Saloon,"Petrol, CNG, Octane","1,500 cc","99,999 km","680,000"
Toyota,Prius,S-SAFETY PLUS HYBRID,2018,,Reconditioned,Automatic,Estate,"Hybrid, Octane","1,800 cc","85,365 km","2,925,000"
Toyota,Probox,GL-NEW SHAP,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","1,500 cc","17,797 km","1,750,000"
Toyota,Prius,BEIGE S SAFETY PLUS,2018,,Reconditioned,Automatic,Estate,"Hybrid, Octane","1,800 cc","40,435 km","2,925,000"
Toyota,Hiace,GL Dual AC THR,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","65,000 km","3,050,000"
Toyota,Fielder,WXB-NEW SHAP,2017,,Reconditioned,Automatic,Hatchback,Hybrid,"1,500 cc","45,321 km","2,820,000"
Toyota,Voxy,X-Ready Stock,2018,,Reconditioned,Automatic,MPV,"Hybrid, Octane","1,800 cc","55,000 km","3,200,000"
Toyota,Allion,Allion A15,2018,2018,Reconditioned,Automatic,Saloon,Petrol,"1,800 cc","38,495 km","3,450,000"
Toyota,Ractis,G push,2008,2013,Used,Automatic,Hatchback,Octane,"1,300 cc","72,000 km","950,000"
Toyota,Esquire,GI PREMIUM,2019,,Reconditioned,Automatic,MPV,"Petrol, Hybrid, Octane","1,800 cc","41,000 km","3,950,000"
Toyota,Hiace,Super GL Dual AC,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","38,000 km","3,600,000"
Nissan,X-Trail,20 XI Hybrid RED,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","2,000 cc","42,000 km","4,100,000"
Toyota,Premio,F. FL Smart Push,2015,2019,Used,Automatic,Saloon,Octane,"1,500 cc","60,000 km","2,720,000"
Toyota,Noah,Si,2014,2016,Used,Automatic,MPV,Octane,"2,000 cc","42,000 km","3,250,000"
Toyota,Prius,A-TOURING,2019,,Reconditioned,Automatic,Hatchback,"Petrol, Hybrid, Octane","1,800 cc","47,000 km","3,650,000"
Toyota,Esquire,GI. PREMIUM. Non Hyb,2018,,Reconditioned,Automatic,Estate,Octane,"2,000 cc","17,000 km","4,200,000"
Toyota,Hiace,Super GL,2017,2022,Used,Automatic,MPV,"Octane, LPG","2,000 cc","62,146 km","3,780,000"
Toyota,Voxy,ZS HYBRID,2018,,Reconditioned,Automatic,Estate,"Petrol, Hybrid, Octane","1,800 cc","40,942 km","3,250,000"
Honda,Vezel,Z. Pkg,2014,2018,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,500 cc","47,000 km","1,820,000"
Mitsubishi,l200,DIESEL USE-2477 CC.,2004,2004,Used,Manual,SUV / 4x4,Diesel,"2,477 cc","94,000 km","1,135,000"
Toyota,Noah,Noah G 2018,2018,2018,Reconditioned,Automatic,MPV,"Petrol, Hybrid","1,800 cc","42,000 km","3,100,000"
Toyota,Prius,Prius S Touring,2018,2018,Reconditioned,Automatic,Saloon,"Petrol, Hybrid","1,800 cc","35,000 km","3,200,000"
Toyota,Axio,Axio G 2018,2018,2018,Reconditioned,Automatic,Saloon,"Petrol, Hybrid","1,500 cc","32,100 km","2,500,000"
Toyota,Esquire,Gi,2018,,Reconditioned,Other transmission,MPV,Hybrid,"1,800 cc","38,654 km","3,450,000"
Geely,Other Model,DOUBLE-CABIN-2237CC.,2010,2010,Used,Manual,SUV / 4x4,"CNG, Octane","2,237 cc","92,000 km","695,000"
Toyota,Probox,,2002,2007,Used,Automatic,Saloon,"CNG, Octane","1,300 cc","62,451 km","585,000"
Toyota,Harrier,Pearl,2018,,Reconditioned,Automatic,,Octane,"2,000 cc","33,901 km","8,150,000"
Nissan,X-Trail,Octane Drive,2012,2017,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","64,585 km","2,630,000"
Toyota,Land Cruiser,VX-V8 (Diesel Turbo),2015,2015,Used,Automatic,SUV / 4x4,Diesel,"4,500 cc","36,532 km","18,500,000"
Mazda,MX-5,Mazda Mx-5,2018,,Reconditioned,Automatic,Coupé/Sports,"Petrol, Octane","1,500 cc","21,310 km","4,500,000"
Toyota,Premio,Pearl,2019,,Reconditioned,Automatic,,Octane,"1,500 cc","41,856 km","4,000,000"
Toyota,Axio,Hybrid .,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","72,000 km","2,420,000"
Toyota,Esquire,XI READY IN SHOWROOM,2018,,Reconditioned,Automatic,MPV,"Petrol, Hybrid, Octane","1,800 cc","52,875 km","3,299,999"
Nissan,X-Trail,4WD,2012,2017,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","42,659 km","2,370,000"
Toyota,Probox,Succed ULX,2017,,Reconditioned,Automatic,Hatchback,"Petrol, Octane","1,500 cc","57,000 km","1,700,000"
Toyota,C-HR,2017,2017,2022,Used,Automatic,Hatchback,Octane,"1,800 cc","66,668 km","3,000,000"
Nissan,Caravan,Nissan Ambulance,2003,2008,Used,Automatic,MPV,CNG,"2,000 cc","450,000 km","410,000"
Toyota,TownAce,DELIVERY VAN-1500 CC,2010,2015,Used,Manual,MPV,"CNG, Octane","1,500 cc","79,000 km","825,000"
Haval,H9,"(7 Seat, Sunroof)",2018,2018,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","23,649 km","5,850,000"
DFSK,Glory I-Auto,.,2021,2022,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","13,000 km","2,750,000"
Toyota,Aqua,G Edition,2013,2018,Used,Automatic,Hatchback,Octane,"1,300 cc","80,000 km","1,450,000"
Toyota,Noah,X Smart,2010,2015,Used,Automatic,MPV,"Octane, LPG","2,000 cc","56,000 km","2,140,000"
Toyota,Allion,A 15 G,2012,2016,Used,Automatic,Saloon,Octane,"1,500 cc","67,000 km","2,175,000"
Toyota,Axio,X Hid Limited,2014,2020,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","61,400 km","1,835,000"
Toyota,Probox,DX,2005,2010,Used,Automatic,Estate,"CNG, Octane","1,500 cc","110,500 km","750,000"
Toyota,Hiace,SUper GL,2018,,Reconditioned,Automatic,MPV,Hybrid,"2,000 cc","51,835 km","3,520,000"
Toyota,Hiace,Hiace GL,2014,2019,Used,Automatic,Saloon,"Petrol, CNG, Octane","2,000 cc","67,115 km","2,450,000"
Nissan,Sunny,Ex saloon (black),2006,2007,Used,Automatic,Saloon,Octane,"1,300 cc","105,000 km","775,000"
,,,,,,,,,,,
Toyota,Prado,Land Cruiser TX-L,2011,2014,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,700 cc","51,000 km","7,200,000"
Toyota,Axio,X.New.Edition.,2016,2022,Used,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","53,139 km","1,950,000"
Toyota,C-HR,.,2003,2008,Used,Automatic,Estate,"CNG, Octane","1,500 cc","40,000 km","640,000"
Nissan,Carryboy,,2010,2012,Used,Manual,MPV,"Petrol, LPG","2,700 cc","150,000 km","1,050,000"
Toyota,Premio,F,2009,2013,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","61,000 km","2,150,000"
Toyota,Corolla,X- Limited,2005,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","67,492 km","1,320,000"
Honda,Vezel,Z Package,2014,2019,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,500 cc","56,000 km","1,950,000"
Toyota,Raum,,2002,2004,Used,Automatic,Hatchback,"CNG, Octane","1,500 cc","70,000 km","600,000"
Toyota,Hiace,black colour,2017,2022,Used,Automatic,MPV,Octane,"2,000 cc","51,000 km","3,500,000"
Toyota,Crown,black colour,2017,2023,Used,Automatic,Saloon,Hybrid,"2,000 cc","35,000 km","7,500,000"
Toyota,Noah,black colour,2017,,Used,Automatic,MPV,Hybrid,"2,000 cc","35,000 km","3,450,000"
Mitsubishi,X-Pander,blu colours,2019,2020,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","18,000 km","4,100,000"
Honda,Insight,Ex Package,2019,,Reconditioned,Automatic,Estate,Hybrid,"1,500 cc","40,000 km","4,600,000"
Toyota,Prius,Hybrid(Push Start),2017,2022,Used,Automatic,Hatchback,"Hybrid, Octane","1,800 cc","32,285 km","2,750,000"
Toyota,Prius,S TOURING,2018,,Reconditioned,Automatic,Saloon,Hybrid,"1,800 cc","46,509 km","3,330,000"
Toyota,Allion,October N Shape,2013,2015,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","68,000 km","2,250,000"
Toyota,Fielder,chilbar colour,2005,2010,Used,Automatic,Estate,"CNG, Octane","1,496 cc","52,000 km","1,100,000"
Honda,Vezel,pal colour,2015,2020,Used,Automatic,SUV / 4x4,Octane,"1,496 cc","31,000 km","2,150,000"
Toyota,Harrier,pal colour,2015,2015,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","49,000 km","4,700,000"
Toyota,Aqua,chilbar colour,2015,2019,Used,Automatic,Estate,Hybrid,"1,496 cc","31,000 km","1,450,000"
Toyota,Noah,,1999,2004,Used,Automatic,MPV,"CNG, Octane","1,800 cc","100,000 km","400,000"
Toyota,Noah,Super Star Lemo,1996,2001,Used,Automatic,MPV,"CNG, Octane","1,800 cc","105,000 km","665,000"
Toyota,Fielder,X SILVER,2017,,Reconditioned,Automatic,,Hybrid,"1,500 cc","28,439 km","2,050,000"
Hyundai,Tucson,"13,000km#Luxury SUV",2022,2022,Used,Automatic,SUV / 4x4,Octane,"1,600 cc","13,120 km","5,399,999"
Nissan,X-Trail,Sunroof#Octane,2010,2015,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","58,623 km","2,299,999"
Nissan,X-Trail,Extreme fresh#Octane,2013,2018,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","46,580 km","2,399,999"
Toyota,Prius,Urgent Offer#S Safty,2014,2020,Used,Automatic,Saloon,"Hybrid, Octane","1,800 cc","69,805 km","1,920,000"
Toyota,Corolla,S Package,2020,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,800 cc","18,000 km","3,750,000"
Toyota,Allion,G package,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","42,670 km","3,250,000"
Honda,Civic,EK3,1994,1998,Used,Automatic,Saloon,"CNG, Octane","1,498 cc","80,000 km","435,000"
Mitsubishi,Lancer,EX Sunroof,2010,2010,Used,Automatic,Saloon,Octane,"1,500 cc","73,200 km","1,730,000"
Toyota,C-HR,.,2017,2022,Used,Automatic,Hatchback,"Petrol, Hybrid, Octane","1,800 cc","105,000 km","2,995,000"
Toyota,Aqua,hybrid,2018,,Reconditioned,Automatic,Hatchback,"Petrol, Hybrid, Octane","1,500 cc","32,578 km","1,920,000"
Toyota,Premio,.,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","43,000 km","3,720,000"
Toyota,Crown,Rs.G.Advance.,2019,2022,Used,Automatic,Saloon,"Petrol, Hybrid, Octane","2,500 cc","58,000 km","8,200,000"
Toyota,Prado,tx,2005,2006,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","56,000 km","3,980,000"
Toyota,Harrier,Z Leather,2021,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","16,258 km","9,899,000"
Toyota,ist,gray,2004,2009,Used,Automatic,Hatchback,"CNG, Octane","1,500 cc","85,000 km","980,000"
Toyota,Premio,"Fex,Package,",2016,2017,Used,Automatic,Saloon,"Petrol, CNG, Octane","1,500 cc","46,000 km","2,800,000"
Toyota,Mark II,red,2004,2009,Used,Automatic,Saloon,"CNG, Octane","1,800 cc","75,000 km","1,380,000"
Toyota,Corolla Cross,Z package,2021,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,800 cc","3,300 km","5,890,000"
Toyota,Noah,SI WXB,2019,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","52,942 km","3,900,000"
Hyundai,Sonata,red,2017,2017,Used,Automatic,Saloon,Octane,"1,999 cc","24,971 km","3,100,000"
Toyota,Premio,fex pkz,2018,2021,Used,Automatic,Saloon,Octane,"1,500 cc","28,000 km","3,750,000"
Toyota,Corolla,G,2001,2004,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","69,000 km","1,050,000"
Toyota,Premio,push start,2007,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","69,000 km","1,770,000"
Toyota,Axio,Non hybrid,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","38,679 km","2,450,000"
Toyota,Fielder,silver,2009,2015,Used,Automatic,Hatchback,"Octane, LPG","1,500 cc","76,000 km","1,450,000"
Toyota,Premio,push start,2012,2023,Used,Automatic,Saloon,Octane,"1,500 cc","32,000 km","2,680,000"
Toyota,Fielder,x,2004,2008,Used,Automatic,Hatchback,"CNG, Octane","1,500 cc","98,000 km","980,000"
Toyota,Cami,,2000,,Used,Automatic,,"Petrol, LPG","1,331 cc","100,000 km","600,000"
Toyota,Noah,G 4.5 Grade.2018,2018,,Reconditioned,Automatic,MPV,"Petrol, Hybrid, Octane","1,800 cc","58,000 km","3,400,000"
Toyota,Noah,black,2011,2017,Used,Automatic,MPV,"CNG, Octane","2,000 cc","75,000 km","2,080,000"
Toyota,Fielder,black,2013,2017,Used,Automatic,Estate,"CNG, Octane","1,500 cc","56,000 km","1,770,000"
,,,,,,,,,,,
Toyota,Hiace,Super Gl,2003,2009,Used,Automatic,MPV,"CNG, Octane","2,000 cc","96,000 km","780,000"
Toyota,Axio,white,2008,2014,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","86,000 km","1,285,000"
Toyota,Axio,2008,2008,2013,Used,Automatic,Convertible,CNG,"1,500 cc","124,000 km","1,500,000"
Honda,Other Model,Car,2001,2007,Used,Manual,Hatchback,"Petrol, Octane",660 cc,"107,000 km","325,000"
Nissan,Sunny,.,2005,2005,Used,Manual,Saloon,"Octane, LPG","1,300 cc",0 km,"540,000"
Toyota,Noah,",",2015,2020,Used,Automatic,MPV,"Hybrid, Octane","1,800 cc","98,000 km","2,350,000"
Toyota,Hiace,GL,2004,2010,Used,Automatic,MPV,"CNG, Octane","2,000 cc","92,508 km","825,000"
Toyota,Prado,,2004,2006,Used,Automatic,SUV / 4x4,"CNG, Octane","2,700 cc","83,000 km","3,650,000"
Toyota,Noah,X,2007,2013,Used,Automatic,MPV,"CNG, Octane","2,000 cc","89,000 km","1,565,000"
Toyota,Axio,X LIMITED,2010,2016,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","73,000 km","1,520,000"
Toyota,Corolla,X,2004,2008,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","152,000 km","1,090,000"
Toyota,Hilux,double cabin pickub-,2007,2007,Used,Manual,SUV / 4x4,Diesel,"2,400 cc","66,778 km","1,670,000"
Mitsubishi,l200,Sportero,2019,2020,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","11,397 km","5,750,000"
Toyota,Prado,TX Ltd Sunroof,2015,2016,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","31,000 km","10,800,000"
Toyota,C-HR,.,1997,2001,Used,Manual,MPV,Diesel,"2,700 cc","50,000 km","280,000"
Toyota,Alphard,V Octane-,2006,2007,Used,Automatic,MPV,Octane,"2,400 cc","67,385 km","2,010,000"
Toyota,Premio,White,2019,,Reconditioned,Automatic,,Octane,"1,500 cc","62,565 km","3,850,000"
Toyota,C-HR,G LED package-,2018,2022,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","78,127 km","3,320,000"
Toyota,Premio,Green,2019,,Reconditioned,Automatic,,Octane,"1,500 cc","76,397 km","4,050,000"
Toyota,Corolla,.,2004,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","208,000 km","1,180,000"
Toyota,Noah,G Hybrid,2017,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","61,114 km","3,150,000"
Toyota,Avanza,,2007,2007,Used,Automatic,Saloon,"CNG, Octane","1,300 cc","65,241 km","870,000"
Nissan,X-Trail,Black,2018,,Reconditioned,Automatic,,"Hybrid, Octane","2,000 cc","35,168 km","4,700,000"
Toyota,Corolla,X,2005,2009,Used,Automatic,Saloon,"Petrol, Octane, LPG","1,500 cc","271,000 km","1,350,000"
Toyota,Premio,Pearl,2019,,Reconditioned,Automatic,,Octane,"1,500 cc","48,280 km","4,000,000"
Toyota,Allion,Green,2019,,Reconditioned,Automatic,,Octane,"1,500 cc","80,563 km","3,890,000"
Toyota,Rush,(Octane),2006,2009,Used,Automatic,Saloon,Octane,"1,500 cc","82,649 km","1,290,000"
Toyota,Premio,F-EX,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","53,000 km","4,100,000"
Toyota,Aqua,,2013,2018,Used,Automatic,Hatchback,Hybrid,"1,500 cc","105,000 km","1,230,000"
Toyota,Allion,,2005,,Used,Automatic,Saloon,LPG,"1,500 cc","100,000 km","1,380,000"
Nissan,Juke,.,2012,2016,Used,Manual,Convertible,"Petrol, Octane","1,500 cc","150,000 km","1,250,000"
Toyota,Premio,F-EX PKG PEARL,2020,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","47,000 km","4,300,000"
Toyota,Corona,1998,1992,1998,Used,Automatic,Saloon,"Petrol, CNG, Octane","1,500 cc","30,000 km","380,000"
Toyota,Esquire,Petrol/Octane) Model,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","50,857 km","4,150,000"
Honda,Vezel,octane S Package,2014,2019,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","39,500 km","2,290,000"
Toyota,Premio,F EX,2021,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","12,724 km","4,990,000"
Toyota,Allion,G Plus (G.Point-5),2019,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","5,052 km","4,150,000"
Toyota,Corolla,X (New shape),2004,2009,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","84,000 km","1,085,000"
Toyota,Premio,FL Pkg Push Start,2018,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","55,790 km","3,850,000"
Toyota,Noah,SI 2Door Power,2012,2017,Used,Automatic,Hatchback,Octane,"2,000 cc","67,000 km","2,635,000"
Toyota,Highlander,Hybrid,2022,2022,Used,Automatic,SUV / 4x4,"Hybrid, Octane","2,500 cc","9,147 km","14,100,000"
Toyota,Premio,F EX,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","3,046 km","4,770,000"
Honda,Grace,LX -HYBRID,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","81,000 km","2,850,000"
Toyota,Voxy,Petrol (M+Sun) Roof,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","86,288 km","4,200,000"
Toyota,Premio,F-EX,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","45,307 km","4,700,000"
Toyota,Esquire,Gi Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","60,367 km","3,300,000"
Honda,Grace,EX PKG hibrid,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","41,000 km","2,880,000"
Honda,Grace,EX PKG hibrid,2019,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","27,000 km","3,090,000"
Toyota,Allion,G PACKAGE,2019,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","29,000 km","3,625,000"
Toyota,Premio,F EX,2021,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","23,609 km","5,030,000"
Toyota,Corolla,",",1997,2003,Used,Automatic,Saloon,"Petrol, CNG","1,500 cc","99,000 km","620,000"
Mitsubishi,Outlander,,2017,2016,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","43,000 km","4,200,000"
Toyota,Axio,X Silver Ready Stock,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","36,835 km","2,550,000"
Honda,Grace,LX -NON HYBRID,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","22,000 km","3,060,000"
Toyota,Premio,FL Ready Stock,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","40,717 km","3,750,000"
Toyota,Fielder,X Hybrid,2018,,Reconditioned,Automatic,Hatchback,"Petrol, Hybrid, Octane","1,500 cc","59,163 km","2,180,000"
Honda,Grace,EX PKG hibrid,2019,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","81,000 km","3,050,000"
Toyota,C-HR,G Led Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","44,831 km","3,450,000"
Mercedes-Benz,GLA-Class,.,2017,2018,Used,Automatic,SUV / 4x4,Octane,"1,800 cc","44,000 km","4,300,000"
Toyota,Corolla Cross,Z (360 P.SunRoof),2022,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","28,844 km","5,900,000"
Toyota,Hiace,-GL First Party,2010,2015,Used,Automatic,MPV,"CNG, Octane","2,000 cc","86,000 km","1,980,000"
Nissan,X-Trail,7 seat Sunroof,2014,2017,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","52,334 km","3,490,000"
Toyota,Esquire,Xi Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","32,598 km","3,250,000"
Toyota,Sienta,G PKG 2 DOOR PWR,2018,,Reconditioned,Automatic,MPV,"Hybrid, Octane","1,500 cc","64,000 km","2,700,000"
Toyota,Allion,G - Package,2010,2016,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","60,345 km","2,290,000"
Toyota,Prius,(S Touring) Model,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","35,966 km","3,000,000"
Toyota,Prius,S TOURING,2018,,Reconditioned,Automatic,Saloon,Hybrid,"1,800 cc","46,509 km","3,330,000"
Toyota,Corolla,,2001,2005,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","74,000 km","799,000"
Mitsubishi,Eclipse,hybrid,2019,2020,Used,Automatic,Estate,Octane,"1,500 cc","27,000 km","4,100,000"
Toyota,Harrier,Z LEATHER PACKAGE,2020,,Reconditioned,Automatic,SUV / 4x4,Octane,"2,000 cc","79,519 km","9,000,000"
Toyota,Allion,A15 Ready Stock,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","59,850 km","3,250,000"
Toyota,Sprinter,SE. Vintage,1995,2000,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","1,111 km","495,000"
Toyota,Allion,G ( Push Start ),2018,,Reconditioned,Automatic,,"Petrol, Octane","1,500 cc","76,603 km","3,300,000"
,,,,,,,,,,,
Honda,CR-V,EX-MASTERPIECE,2018,,Reconditioned,Automatic,SUV / 4x4,Octane,"1,500 cc","83,915 km","6,350,000"
Honda,Vezel,,2014,2018,Used,Automatic,,"Hybrid, Octane","1,500 cc","48,000 km","1,980,000"
Toyota,Aqua,S Style Ready Stock,2017,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","50,250 km","1,900,000"
Toyota,Allion,নিউসেপ,2008,2013,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","7,500 km","1,910,000"
Toyota,Axio,X Limited,2009,2015,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","68,000 km","1,490,000"
Toyota,Harrier,PROGRESS-METAL PKG,2018,,Reconditioned,Automatic,SUV / 4x4,Octane,"2,000 cc","25,068 km","8,150,000"
Toyota,Premio,FL CLASSIC SILVER,2018,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","11,312 km","3,600,000"
Toyota,Corolla,X,2005,2008,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","86,458 km","1,200,000"
Toyota,Probox,G edition,2005,2009,Used,Automatic,Estate,"Petrol, CNG, Octane","1,500 cc","200,000 km","690,000"
Toyota,Vitz,X.Smart.Green.,2005,2012,Used,Automatic,Hatchback,"Petrol, Octane","1,000 cc","44,000 km","600,000"
Toyota,Premio,FL শো-রুমে রেডি,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","45,105 km","3,750,000"
Toyota,Premio,G superior,2011,2015,Used,Automatic,Saloon,Octane,"1,500 cc","45,137 km","2,345,000"
Toyota,Premio,FL CLASSIC SILVER,2018,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","8,497 km","3,650,000"
